"partyname_1","origname_1","cmp_id_1","rile_1","lrgen_1","cses_lr_1","cses_expert_1","tev_lr_1","country_1","electionyear_1","partyname_2","origname_2","cmp_id_2","rile_2","lrgen_2","cses_lr_2","cses_expert_2","tev_lr_2","country_2","electionyear_2","switch","rpartyname_1","rpartyname_2","rorigname_1","rorigname_2","rcountry_1","rcountry_2"
"Communist Party of Spain","Izquierda Unida",33220,-21.053,NA,NA,NA,0.189948238803351,"Spain",1979,"National Action for People and Fatherland","Schweizer Demokraten/Démocrates suisses",43710,18.908,NA,NA,NA,NA,"Switzerland",1979,1,"National Action for People and Fatherland","Communist Party of Spain","Schweizer Demokraten/Démocrates suisses","Izquierda Unida","Switzerland","Spain"
"Communist Party of Spain","Izquierda Unida",33220,-21.053,NA,NA,NA,0.189948238803351,"Spain",1979,"Swiss People’s Party","Schweizerische Volkspartei/Union démocratique du centre",43810,3.595,NA,NA,NA,NA,"Switzerland",1979,1,"Swiss People’s Party","Communist Party of Spain","Schweizerische Volkspartei/Union démocratique du centre","Izquierda Unida","Switzerland","Spain"
"Communist Party of Spain","Izquierda Unida",33220,-21.053,NA,NA,NA,0.189948238803351,"Spain",1979,"Social Democratic Party of Switzerland","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse",43320,-18.656,NA,NA,NA,NA,"Switzerland",1979,1,"Social Democratic Party of Switzerland","Communist Party of Spain","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse","Izquierda Unida","Switzerland","Spain"
"Communist Party of Spain","Izquierda Unida",33220,-21.053,NA,NA,NA,0.189948238803351,"Spain",1979,"Conservative Party","Conservative Party",51620,24.4,NA,NA,NA,NA,"United Kingdom",1979,1,"Conservative Party","Communist Party of Spain","Conservative Party","Izquierda Unida","United Kingdom","Spain"
"Communist Party of Spain","Izquierda Unida",33220,-21.053,NA,NA,NA,0.189948238803351,"Spain",1979,"Labour Party","Labour Party",51320,-26.6,NA,NA,NA,NA,"United Kingdom",1979,1,"Labour Party","Communist Party of Spain","Labour Party","Izquierda Unida","United Kingdom","Spain"
"Communist Party of Spain","Izquierda Unida",33220,-21.053,NA,NA,NA,0.189948238803351,"Spain",1979,"Liberal Party","Liberal Party",51420,-18.9,NA,NA,NA,NA,"United Kingdom",1979,0,"Communist Party of Spain","Liberal Party","Izquierda Unida","Liberal Party","Spain","United Kingdom"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,0,"Andalusian Party","Aragonese Regionalist Party","Partido Andalucista","Partido Aragonés","Spain","Spain"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,1,"Basque Nationalist Party","Andalusian Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Partido Andalucista","Spain","Spain"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,0,"Andalusian Party","Popular Alliance","Partido Andalucista","Partido Popular","Spain","Spain"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,0,"Andalusian Party","Spanish Socialist Workers’ Party","Partido Andalucista","Partido Socialista Obrero Español","Spain","Spain"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,0,"Andalusian Party","Union of the Democratic Centre/Centrist Bloc","Partido Andalucista","Unión de Centro Democrático","Spain","Spain"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,0,"Andalusian Party","Centre Party","Partido Andalucista","Centerpartiet","Spain","Sweden"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"People’s Party","Liberalerna",11420,-15.2,NA,NA,NA,0.600402744022579,"Sweden",1979,1,"People’s Party","Andalusian Party","Liberalerna","Partido Andalucista","Sweden","Spain"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Moderate Coalition Party","Moderata Samlingspartiet",11620,23.1,NA,NA,NA,0.884121890271676,"Sweden",1979,1,"Moderate Coalition Party","Andalusian Party","Moderata Samlingspartiet","Partido Andalucista","Sweden","Spain"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Social Democratic Labour Party","Socialdemokratiska Arbetareparti",11320,-15.3,NA,NA,NA,0.288046536143052,"Sweden",1979,1,"Social Democratic Labour Party","Andalusian Party","Socialdemokratiska Arbetareparti","Partido Andalucista","Sweden","Spain"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Left Communists Party","Vänsterpartiet",11220,-47.3,NA,NA,NA,0.0965503425936214,"Sweden",1979,0,"Andalusian Party","Left Communists Party","Partido Andalucista","Vänsterpartiet","Spain","Sweden"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Christian Democratic People’s Party of Switzerland","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse",43520,-2.413,NA,NA,NA,NA,"Switzerland",1979,0,"Andalusian Party","Christian Democratic People’s Party of Switzerland","Partido Andalucista","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse","Spain","Switzerland"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Protestant People’s Party of Switzerland","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse",43530,-2.869,NA,NA,NA,NA,"Switzerland",1979,0,"Andalusian Party","Protestant People’s Party of Switzerland","Partido Andalucista","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse","Spain","Switzerland"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Radical Democratic Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux",43420,10.446,NA,NA,NA,NA,"Switzerland",1979,1,"Radical Democratic Party","Andalusian Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux","Partido Andalucista","Switzerland","Spain"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Greens","Grüne Partei der Schweiz/Parti écologiste suisse",43110,-39.706,NA,NA,NA,NA,"Switzerland",1979,1,"Greens","Andalusian Party","Grüne Partei der Schweiz/Parti écologiste suisse","Partido Andalucista","Switzerland","Spain"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Independents’ Alliance","Landesring der Unabhängigen/Alliance des Indépendants",43321,-5.385,NA,NA,NA,NA,"Switzerland",1979,0,"Andalusian Party","Independents’ Alliance","Partido Andalucista","Landesring der Unabhängigen/Alliance des Indépendants","Spain","Switzerland"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"National Action for People and Fatherland","Schweizer Demokraten/Démocrates suisses",43710,18.908,NA,NA,NA,NA,"Switzerland",1979,0,"Andalusian Party","National Action for People and Fatherland","Partido Andalucista","Schweizer Demokraten/Démocrates suisses","Spain","Switzerland"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Swiss People’s Party","Schweizerische Volkspartei/Union démocratique du centre",43810,3.595,NA,NA,NA,NA,"Switzerland",1979,0,"Andalusian Party","Swiss People’s Party","Partido Andalucista","Schweizerische Volkspartei/Union démocratique du centre","Spain","Switzerland"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Social Democratic Party of Switzerland","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse",43320,-18.656,NA,NA,NA,NA,"Switzerland",1979,0,"Andalusian Party","Social Democratic Party of Switzerland","Partido Andalucista","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse","Spain","Switzerland"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Conservative Party","Conservative Party",51620,24.4,NA,NA,NA,NA,"United Kingdom",1979,0,"Andalusian Party","Conservative Party","Partido Andalucista","Conservative Party","Spain","United Kingdom"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Labour Party","Labour Party",51320,-26.6,NA,NA,NA,NA,"United Kingdom",1979,0,"Andalusian Party","Labour Party","Partido Andalucista","Labour Party","Spain","United Kingdom"
"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,"Liberal Party","Liberal Party",51420,-18.9,NA,NA,NA,NA,"United Kingdom",1979,0,"Andalusian Party","Liberal Party","Partido Andalucista","Liberal Party","Spain","United Kingdom"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,0,"Aragonese Regionalist Party","Basque Nationalist Party","Partido Aragonés","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Spain","Spain"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,0,"Aragonese Regionalist Party","Popular Alliance","Partido Aragonés","Partido Popular","Spain","Spain"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,1,"Spanish Socialist Workers’ Party","Aragonese Regionalist Party","Partido Socialista Obrero Español","Partido Aragonés","Spain","Spain"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,0,"Aragonese Regionalist Party","Union of the Democratic Centre/Centrist Bloc","Partido Aragonés","Unión de Centro Democrático","Spain","Spain"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,1,"Centre Party","Aragonese Regionalist Party","Centerpartiet","Partido Aragonés","Sweden","Spain"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"People’s Party","Liberalerna",11420,-15.2,NA,NA,NA,0.600402744022579,"Sweden",1979,1,"People’s Party","Aragonese Regionalist Party","Liberalerna","Partido Aragonés","Sweden","Spain"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Moderate Coalition Party","Moderata Samlingspartiet",11620,23.1,NA,NA,NA,0.884121890271676,"Sweden",1979,1,"Moderate Coalition Party","Aragonese Regionalist Party","Moderata Samlingspartiet","Partido Aragonés","Sweden","Spain"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Social Democratic Labour Party","Socialdemokratiska Arbetareparti",11320,-15.3,NA,NA,NA,0.288046536143052,"Sweden",1979,0,"Aragonese Regionalist Party","Social Democratic Labour Party","Partido Aragonés","Socialdemokratiska Arbetareparti","Spain","Sweden"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Left Communists Party","Vänsterpartiet",11220,-47.3,NA,NA,NA,0.0965503425936214,"Sweden",1979,1,"Left Communists Party","Aragonese Regionalist Party","Vänsterpartiet","Partido Aragonés","Sweden","Spain"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Christian Democratic People’s Party of Switzerland","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse",43520,-2.413,NA,NA,NA,NA,"Switzerland",1979,1,"Christian Democratic People’s Party of Switzerland","Aragonese Regionalist Party","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse","Partido Aragonés","Switzerland","Spain"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Protestant People’s Party of Switzerland","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse",43530,-2.869,NA,NA,NA,NA,"Switzerland",1979,0,"Aragonese Regionalist Party","Protestant People’s Party of Switzerland","Partido Aragonés","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse","Spain","Switzerland"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Radical Democratic Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux",43420,10.446,NA,NA,NA,NA,"Switzerland",1979,1,"Radical Democratic Party","Aragonese Regionalist Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux","Partido Aragonés","Switzerland","Spain"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Greens","Grüne Partei der Schweiz/Parti écologiste suisse",43110,-39.706,NA,NA,NA,NA,"Switzerland",1979,0,"Aragonese Regionalist Party","Greens","Partido Aragonés","Grüne Partei der Schweiz/Parti écologiste suisse","Spain","Switzerland"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Independents’ Alliance","Landesring der Unabhängigen/Alliance des Indépendants",43321,-5.385,NA,NA,NA,NA,"Switzerland",1979,0,"Aragonese Regionalist Party","Independents’ Alliance","Partido Aragonés","Landesring der Unabhängigen/Alliance des Indépendants","Spain","Switzerland"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"National Action for People and Fatherland","Schweizer Demokraten/Démocrates suisses",43710,18.908,NA,NA,NA,NA,"Switzerland",1979,0,"Aragonese Regionalist Party","National Action for People and Fatherland","Partido Aragonés","Schweizer Demokraten/Démocrates suisses","Spain","Switzerland"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Swiss People’s Party","Schweizerische Volkspartei/Union démocratique du centre",43810,3.595,NA,NA,NA,NA,"Switzerland",1979,1,"Swiss People’s Party","Aragonese Regionalist Party","Schweizerische Volkspartei/Union démocratique du centre","Partido Aragonés","Switzerland","Spain"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Social Democratic Party of Switzerland","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse",43320,-18.656,NA,NA,NA,NA,"Switzerland",1979,1,"Social Democratic Party of Switzerland","Aragonese Regionalist Party","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse","Partido Aragonés","Switzerland","Spain"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Conservative Party","Conservative Party",51620,24.4,NA,NA,NA,NA,"United Kingdom",1979,0,"Aragonese Regionalist Party","Conservative Party","Partido Aragonés","Conservative Party","Spain","United Kingdom"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Labour Party","Labour Party",51320,-26.6,NA,NA,NA,NA,"United Kingdom",1979,0,"Aragonese Regionalist Party","Labour Party","Partido Aragonés","Labour Party","Spain","United Kingdom"
"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,"Liberal Party","Liberal Party",51420,-18.9,NA,NA,NA,NA,"United Kingdom",1979,0,"Aragonese Regionalist Party","Liberal Party","Partido Aragonés","Liberal Party","Spain","United Kingdom"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,1,"Popular Alliance","Basque Nationalist Party","Partido Popular","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Spain","Spain"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,1,"Spanish Socialist Workers’ Party","Basque Nationalist Party","Partido Socialista Obrero Español","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Spain","Spain"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,1,"Union of the Democratic Centre/Centrist Bloc","Basque Nationalist Party","Unión de Centro Democrático","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Spain","Spain"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,0,"Basque Nationalist Party","Centre Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Centerpartiet","Spain","Sweden"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"People’s Party","Liberalerna",11420,-15.2,NA,NA,NA,0.600402744022579,"Sweden",1979,1,"People’s Party","Basque Nationalist Party","Liberalerna","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Sweden","Spain"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Moderate Coalition Party","Moderata Samlingspartiet",11620,23.1,NA,NA,NA,0.884121890271676,"Sweden",1979,0,"Basque Nationalist Party","Moderate Coalition Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Moderata Samlingspartiet","Spain","Sweden"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Social Democratic Labour Party","Socialdemokratiska Arbetareparti",11320,-15.3,NA,NA,NA,0.288046536143052,"Sweden",1979,1,"Social Democratic Labour Party","Basque Nationalist Party","Socialdemokratiska Arbetareparti","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Sweden","Spain"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Left Communists Party","Vänsterpartiet",11220,-47.3,NA,NA,NA,0.0965503425936214,"Sweden",1979,1,"Left Communists Party","Basque Nationalist Party","Vänsterpartiet","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Sweden","Spain"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Christian Democratic People’s Party of Switzerland","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse",43520,-2.413,NA,NA,NA,NA,"Switzerland",1979,1,"Christian Democratic People’s Party of Switzerland","Basque Nationalist Party","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Switzerland","Spain"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Protestant People’s Party of Switzerland","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse",43530,-2.869,NA,NA,NA,NA,"Switzerland",1979,1,"Protestant People’s Party of Switzerland","Basque Nationalist Party","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Switzerland","Spain"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Radical Democratic Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux",43420,10.446,NA,NA,NA,NA,"Switzerland",1979,0,"Basque Nationalist Party","Radical Democratic Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux","Spain","Switzerland"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Greens","Grüne Partei der Schweiz/Parti écologiste suisse",43110,-39.706,NA,NA,NA,NA,"Switzerland",1979,0,"Basque Nationalist Party","Greens","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Grüne Partei der Schweiz/Parti écologiste suisse","Spain","Switzerland"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Independents’ Alliance","Landesring der Unabhängigen/Alliance des Indépendants",43321,-5.385,NA,NA,NA,NA,"Switzerland",1979,1,"Independents’ Alliance","Basque Nationalist Party","Landesring der Unabhängigen/Alliance des Indépendants","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Switzerland","Spain"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"National Action for People and Fatherland","Schweizer Demokraten/Démocrates suisses",43710,18.908,NA,NA,NA,NA,"Switzerland",1979,1,"National Action for People and Fatherland","Basque Nationalist Party","Schweizer Demokraten/Démocrates suisses","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Switzerland","Spain"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Swiss People’s Party","Schweizerische Volkspartei/Union démocratique du centre",43810,3.595,NA,NA,NA,NA,"Switzerland",1979,1,"Swiss People’s Party","Basque Nationalist Party","Schweizerische Volkspartei/Union démocratique du centre","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Switzerland","Spain"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Social Democratic Party of Switzerland","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse",43320,-18.656,NA,NA,NA,NA,"Switzerland",1979,0,"Basque Nationalist Party","Social Democratic Party of Switzerland","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse","Spain","Switzerland"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Conservative Party","Conservative Party",51620,24.4,NA,NA,NA,NA,"United Kingdom",1979,0,"Basque Nationalist Party","Conservative Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Conservative Party","Spain","United Kingdom"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Labour Party","Labour Party",51320,-26.6,NA,NA,NA,NA,"United Kingdom",1979,0,"Basque Nationalist Party","Labour Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Labour Party","Spain","United Kingdom"
"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,"Liberal Party","Liberal Party",51420,-18.9,NA,NA,NA,NA,"United Kingdom",1979,1,"Liberal Party","Basque Nationalist Party","Liberal Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","United Kingdom","Spain"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,1,"Spanish Socialist Workers’ Party","Popular Alliance","Partido Socialista Obrero Español","Partido Popular","Spain","Spain"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,1,"Union of the Democratic Centre/Centrist Bloc","Popular Alliance","Unión de Centro Democrático","Partido Popular","Spain","Spain"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,0,"Popular Alliance","Centre Party","Partido Popular","Centerpartiet","Spain","Sweden"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"People’s Party","Liberalerna",11420,-15.2,NA,NA,NA,0.600402744022579,"Sweden",1979,0,"Popular Alliance","People’s Party","Partido Popular","Liberalerna","Spain","Sweden"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Moderate Coalition Party","Moderata Samlingspartiet",11620,23.1,NA,NA,NA,0.884121890271676,"Sweden",1979,0,"Popular Alliance","Moderate Coalition Party","Partido Popular","Moderata Samlingspartiet","Spain","Sweden"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Social Democratic Labour Party","Socialdemokratiska Arbetareparti",11320,-15.3,NA,NA,NA,0.288046536143052,"Sweden",1979,0,"Popular Alliance","Social Democratic Labour Party","Partido Popular","Socialdemokratiska Arbetareparti","Spain","Sweden"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Left Communists Party","Vänsterpartiet",11220,-47.3,NA,NA,NA,0.0965503425936214,"Sweden",1979,1,"Left Communists Party","Popular Alliance","Vänsterpartiet","Partido Popular","Sweden","Spain"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Christian Democratic People’s Party of Switzerland","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse",43520,-2.413,NA,NA,NA,NA,"Switzerland",1979,0,"Popular Alliance","Christian Democratic People’s Party of Switzerland","Partido Popular","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse","Spain","Switzerland"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Protestant People’s Party of Switzerland","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse",43530,-2.869,NA,NA,NA,NA,"Switzerland",1979,0,"Popular Alliance","Protestant People’s Party of Switzerland","Partido Popular","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse","Spain","Switzerland"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Radical Democratic Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux",43420,10.446,NA,NA,NA,NA,"Switzerland",1979,1,"Radical Democratic Party","Popular Alliance","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux","Partido Popular","Switzerland","Spain"
