"partyname_1","origname_1","cmp_id_1","rile_1","lrgen_1","cses_lr_1","cses_expert_1","tev_lr_1","country_1","electionyear_1","partyname_2","origname_2","cmp_id_2","rile_2","lrgen_2","cses_lr_2","cses_expert_2","tev_lr_2","country_2","electionyear_2","switch","rpartyname_1","rpartyname_2","rorigname_1","rorigname_2","rcountry_1","rcountry_2"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Greens","Grüne Partei der Schweiz/Parti écologiste suisse",43110,-39.706,NA,NA,NA,NA,"Switzerland",1979,0,"Popular Alliance","Greens","Partido Popular","Grüne Partei der Schweiz/Parti écologiste suisse","Spain","Switzerland"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Independents’ Alliance","Landesring der Unabhängigen/Alliance des Indépendants",43321,-5.385,NA,NA,NA,NA,"Switzerland",1979,0,"Popular Alliance","Independents’ Alliance","Partido Popular","Landesring der Unabhängigen/Alliance des Indépendants","Spain","Switzerland"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"National Action for People and Fatherland","Schweizer Demokraten/Démocrates suisses",43710,18.908,NA,NA,NA,NA,"Switzerland",1979,0,"Popular Alliance","National Action for People and Fatherland","Partido Popular","Schweizer Demokraten/Démocrates suisses","Spain","Switzerland"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Swiss People’s Party","Schweizerische Volkspartei/Union démocratique du centre",43810,3.595,NA,NA,NA,NA,"Switzerland",1979,0,"Popular Alliance","Swiss People’s Party","Partido Popular","Schweizerische Volkspartei/Union démocratique du centre","Spain","Switzerland"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Social Democratic Party of Switzerland","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse",43320,-18.656,NA,NA,NA,NA,"Switzerland",1979,1,"Social Democratic Party of Switzerland","Popular Alliance","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse","Partido Popular","Switzerland","Spain"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Conservative Party","Conservative Party",51620,24.4,NA,NA,NA,NA,"United Kingdom",1979,1,"Conservative Party","Popular Alliance","Conservative Party","Partido Popular","United Kingdom","Spain"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Labour Party","Labour Party",51320,-26.6,NA,NA,NA,NA,"United Kingdom",1979,0,"Popular Alliance","Labour Party","Partido Popular","Labour Party","Spain","United Kingdom"
"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,"Liberal Party","Liberal Party",51420,-18.9,NA,NA,NA,NA,"United Kingdom",1979,1,"Liberal Party","Popular Alliance","Liberal Party","Partido Popular","United Kingdom","Spain"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,0,"Spanish Socialist Workers’ Party","Union of the Democratic Centre/Centrist Bloc","Partido Socialista Obrero Español","Unión de Centro Democrático","Spain","Spain"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,1,"Centre Party","Spanish Socialist Workers’ Party","Centerpartiet","Partido Socialista Obrero Español","Sweden","Spain"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"People’s Party","Liberalerna",11420,-15.2,NA,NA,NA,0.600402744022579,"Sweden",1979,0,"Spanish Socialist Workers’ Party","People’s Party","Partido Socialista Obrero Español","Liberalerna","Spain","Sweden"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Moderate Coalition Party","Moderata Samlingspartiet",11620,23.1,NA,NA,NA,0.884121890271676,"Sweden",1979,1,"Moderate Coalition Party","Spanish Socialist Workers’ Party","Moderata Samlingspartiet","Partido Socialista Obrero Español","Sweden","Spain"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Social Democratic Labour Party","Socialdemokratiska Arbetareparti",11320,-15.3,NA,NA,NA,0.288046536143052,"Sweden",1979,0,"Spanish Socialist Workers’ Party","Social Democratic Labour Party","Partido Socialista Obrero Español","Socialdemokratiska Arbetareparti","Spain","Sweden"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Left Communists Party","Vänsterpartiet",11220,-47.3,NA,NA,NA,0.0965503425936214,"Sweden",1979,0,"Spanish Socialist Workers’ Party","Left Communists Party","Partido Socialista Obrero Español","Vänsterpartiet","Spain","Sweden"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Christian Democratic People’s Party of Switzerland","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse",43520,-2.413,NA,NA,NA,NA,"Switzerland",1979,1,"Christian Democratic People’s Party of Switzerland","Spanish Socialist Workers’ Party","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse","Partido Socialista Obrero Español","Switzerland","Spain"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Protestant People’s Party of Switzerland","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse",43530,-2.869,NA,NA,NA,NA,"Switzerland",1979,0,"Spanish Socialist Workers’ Party","Protestant People’s Party of Switzerland","Partido Socialista Obrero Español","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse","Spain","Switzerland"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Radical Democratic Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux",43420,10.446,NA,NA,NA,NA,"Switzerland",1979,1,"Radical Democratic Party","Spanish Socialist Workers’ Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux","Partido Socialista Obrero Español","Switzerland","Spain"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Greens","Grüne Partei der Schweiz/Parti écologiste suisse",43110,-39.706,NA,NA,NA,NA,"Switzerland",1979,1,"Greens","Spanish Socialist Workers’ Party","Grüne Partei der Schweiz/Parti écologiste suisse","Partido Socialista Obrero Español","Switzerland","Spain"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Independents’ Alliance","Landesring der Unabhängigen/Alliance des Indépendants",43321,-5.385,NA,NA,NA,NA,"Switzerland",1979,1,"Independents’ Alliance","Spanish Socialist Workers’ Party","Landesring der Unabhängigen/Alliance des Indépendants","Partido Socialista Obrero Español","Switzerland","Spain"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"National Action for People and Fatherland","Schweizer Demokraten/Démocrates suisses",43710,18.908,NA,NA,NA,NA,"Switzerland",1979,0,"Spanish Socialist Workers’ Party","National Action for People and Fatherland","Partido Socialista Obrero Español","Schweizer Demokraten/Démocrates suisses","Spain","Switzerland"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Swiss People’s Party","Schweizerische Volkspartei/Union démocratique du centre",43810,3.595,NA,NA,NA,NA,"Switzerland",1979,1,"Swiss People’s Party","Spanish Socialist Workers’ Party","Schweizerische Volkspartei/Union démocratique du centre","Partido Socialista Obrero Español","Switzerland","Spain"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Social Democratic Party of Switzerland","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse",43320,-18.656,NA,NA,NA,NA,"Switzerland",1979,1,"Social Democratic Party of Switzerland","Spanish Socialist Workers’ Party","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse","Partido Socialista Obrero Español","Switzerland","Spain"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Conservative Party","Conservative Party",51620,24.4,NA,NA,NA,NA,"United Kingdom",1979,1,"Conservative Party","Spanish Socialist Workers’ Party","Conservative Party","Partido Socialista Obrero Español","United Kingdom","Spain"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Labour Party","Labour Party",51320,-26.6,NA,NA,NA,NA,"United Kingdom",1979,0,"Spanish Socialist Workers’ Party","Labour Party","Partido Socialista Obrero Español","Labour Party","Spain","United Kingdom"
"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,"Liberal Party","Liberal Party",51420,-18.9,NA,NA,NA,NA,"United Kingdom",1979,0,"Spanish Socialist Workers’ Party","Liberal Party","Partido Socialista Obrero Español","Liberal Party","Spain","United Kingdom"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,1,"Centre Party","Union of the Democratic Centre/Centrist Bloc","Centerpartiet","Unión de Centro Democrático","Sweden","Spain"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"People’s Party","Liberalerna",11420,-15.2,NA,NA,NA,0.600402744022579,"Sweden",1979,0,"Union of the Democratic Centre/Centrist Bloc","People’s Party","Unión de Centro Democrático","Liberalerna","Spain","Sweden"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Moderate Coalition Party","Moderata Samlingspartiet",11620,23.1,NA,NA,NA,0.884121890271676,"Sweden",1979,1,"Moderate Coalition Party","Union of the Democratic Centre/Centrist Bloc","Moderata Samlingspartiet","Unión de Centro Democrático","Sweden","Spain"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Social Democratic Labour Party","Socialdemokratiska Arbetareparti",11320,-15.3,NA,NA,NA,0.288046536143052,"Sweden",1979,1,"Social Democratic Labour Party","Union of the Democratic Centre/Centrist Bloc","Socialdemokratiska Arbetareparti","Unión de Centro Democrático","Sweden","Spain"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Left Communists Party","Vänsterpartiet",11220,-47.3,NA,NA,NA,0.0965503425936214,"Sweden",1979,0,"Union of the Democratic Centre/Centrist Bloc","Left Communists Party","Unión de Centro Democrático","Vänsterpartiet","Spain","Sweden"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Christian Democratic People’s Party of Switzerland","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse",43520,-2.413,NA,NA,NA,NA,"Switzerland",1979,0,"Union of the Democratic Centre/Centrist Bloc","Christian Democratic People’s Party of Switzerland","Unión de Centro Democrático","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse","Spain","Switzerland"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Protestant People’s Party of Switzerland","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse",43530,-2.869,NA,NA,NA,NA,"Switzerland",1979,0,"Union of the Democratic Centre/Centrist Bloc","Protestant People’s Party of Switzerland","Unión de Centro Democrático","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse","Spain","Switzerland"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Radical Democratic Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux",43420,10.446,NA,NA,NA,NA,"Switzerland",1979,1,"Radical Democratic Party","Union of the Democratic Centre/Centrist Bloc","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux","Unión de Centro Democrático","Switzerland","Spain"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Greens","Grüne Partei der Schweiz/Parti écologiste suisse",43110,-39.706,NA,NA,NA,NA,"Switzerland",1979,1,"Greens","Union of the Democratic Centre/Centrist Bloc","Grüne Partei der Schweiz/Parti écologiste suisse","Unión de Centro Democrático","Switzerland","Spain"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Independents’ Alliance","Landesring der Unabhängigen/Alliance des Indépendants",43321,-5.385,NA,NA,NA,NA,"Switzerland",1979,1,"Independents’ Alliance","Union of the Democratic Centre/Centrist Bloc","Landesring der Unabhängigen/Alliance des Indépendants","Unión de Centro Democrático","Switzerland","Spain"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"National Action for People and Fatherland","Schweizer Demokraten/Démocrates suisses",43710,18.908,NA,NA,NA,NA,"Switzerland",1979,1,"National Action for People and Fatherland","Union of the Democratic Centre/Centrist Bloc","Schweizer Demokraten/Démocrates suisses","Unión de Centro Democrático","Switzerland","Spain"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Swiss People’s Party","Schweizerische Volkspartei/Union démocratique du centre",43810,3.595,NA,NA,NA,NA,"Switzerland",1979,0,"Union of the Democratic Centre/Centrist Bloc","Swiss People’s Party","Unión de Centro Democrático","Schweizerische Volkspartei/Union démocratique du centre","Spain","Switzerland"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Social Democratic Party of Switzerland","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse",43320,-18.656,NA,NA,NA,NA,"Switzerland",1979,0,"Union of the Democratic Centre/Centrist Bloc","Social Democratic Party of Switzerland","Unión de Centro Democrático","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse","Spain","Switzerland"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Conservative Party","Conservative Party",51620,24.4,NA,NA,NA,NA,"United Kingdom",1979,0,"Union of the Democratic Centre/Centrist Bloc","Conservative Party","Unión de Centro Democrático","Conservative Party","Spain","United Kingdom"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Labour Party","Labour Party",51320,-26.6,NA,NA,NA,NA,"United Kingdom",1979,0,"Union of the Democratic Centre/Centrist Bloc","Labour Party","Unión de Centro Democrático","Labour Party","Spain","United Kingdom"
"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,"Liberal Party","Liberal Party",51420,-18.9,NA,NA,NA,NA,"United Kingdom",1979,1,"Liberal Party","Union of the Democratic Centre/Centrist Bloc","Liberal Party","Unión de Centro Democrático","United Kingdom","Spain"
"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,"People’s Party","Liberalerna",11420,-15.2,NA,NA,NA,0.600402744022579,"Sweden",1979,0,"Centre Party","People’s Party","Centerpartiet","Liberalerna","Sweden","Sweden"
"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,"Moderate Coalition Party","Moderata Samlingspartiet",11620,23.1,NA,NA,NA,0.884121890271676,"Sweden",1979,0,"Centre Party","Moderate Coalition Party","Centerpartiet","Moderata Samlingspartiet","Sweden","Sweden"
"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,"Social Democratic Labour Party","Socialdemokratiska Arbetareparti",11320,-15.3,NA,NA,NA,0.288046536143052,"Sweden",1979,1,"Social Democratic Labour Party","Centre Party","Socialdemokratiska Arbetareparti","Centerpartiet","Sweden","Sweden"
"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,"Left Communists Party","Vänsterpartiet",11220,-47.3,NA,NA,NA,0.0965503425936214,"Sweden",1979,0,"Centre Party","Left Communists Party","Centerpartiet","Vänsterpartiet","Sweden","Sweden"
"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,"Christian Democratic People’s Party of Switzerland","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse",43520,-2.413,NA,NA,NA,NA,"Switzerland",1979,0,"Centre Party","Christian Democratic People’s Party of Switzerland","Centerpartiet","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse","Sweden","Switzerland"
"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,"Protestant People’s Party of Switzerland","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse",43530,-2.869,NA,NA,NA,NA,"Switzerland",1979,0,"Centre Party","Protestant People’s Party of Switzerland","Centerpartiet","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse","Sweden","Switzerland"
"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,"Radical Democratic Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux",43420,10.446,NA,NA,NA,NA,"Switzerland",1979,0,"Centre Party","Radical Democratic Party","Centerpartiet","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux","Sweden","Switzerland"
"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,"Greens","Grüne Partei der Schweiz/Parti écologiste suisse",43110,-39.706,NA,NA,NA,NA,"Switzerland",1979,0,"Centre Party","Greens","Centerpartiet","Grüne Partei der Schweiz/Parti écologiste suisse","Sweden","Switzerland"
